"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
-0.2731535,0.2799578,0.6795072,0.6848998,1.0538909,0.2900083,0.5732095,1.2463606,-0.2564111,NA,1.2421063,0.3573363,0.0023795,0.9887539,1.7627454,0.7563811,0.7167401,0.3678052
1.0563202,-0.4160114,-0.0181593,-0.6989073,-0.1113358,0.4481603,-2.0269493,-0.3652945,-0.3290215,-1.1029264,0.2669774,-0.4969919,-0.2028797,0.1507394,-1.7747153,-1.8692965,-1.1688637,-0.1065542
NA,0.7101763,0.9860805,0.8784127,-0.7838051,0.7519022,1.7309553,0.7261228,0.3908224,0.2563026,0.124719,0.2835729,-1.4537877,-0.2339626,0.1507687,0.3964398,0.6348606,0.2287491
0.575822,-0.0757717,-0.557844,1.3169273,0.1254075,-1.6485566,0.3660975,-0.3431531,-0.2055013,1.3941207,-0.6291209,1.642,1.7103482,1.0629979,0.4724981,-0.4137302,1.2588747,1.5063017
-0.6436571,0.3418129,0.5790273,-0.2706877,-0.7741701,1.398621,0.2097708,1.1448522,0.4942686,NA,1.8662844,1.3600993,1.2689661,1.1150907,1.5031099,0.5667098,-0.0934437,1.685838
0.8337573,-0.5318663,1.3250239,0.7980649,0.3701469,-0.2102882,1.498823,1.3624932,0.1298205,-0.2609233,0.2393924,0.7153104,0.0910875,0.4906195,0.6195029,-0.1141655,0.1148177,0.5384286
-1.5528598,-2.3278976,-0.834067,NA,0.9015328,0.5224322,-0.0640262,-0.6865349,-0.7851513,-0.2860739,-0.0202748,0.4239603,0.0696743,0.0699831,0.8625357,0.5529275,0.0956661,-0.1342688
-1.1110661,-0.8045058,0.5479059,0.2025003,0.5377288,-1.6770273,-0.9311534,-0.0177796,-1.3668756,1.4036308,0.1209253,0.4957508,-1.8277304,-0.0110992,-1.3432401,-0.5418669,-0.777078,0.4600589
1.2989913,-0.7598409,0.4872386,-0.5377789,1.2577142,NA,0.5657618,-0.9555163,0.0235817,1.946765,0.6034173,-0.0315782,1.2445009,-0.8589064,0.5745373,-1.0906086,-0.6752571,-0.2410439
0.0082797,-1.7436283,-1.8422293,-0.7862067,-2.2123494,-1.1505133,-1.2601384,-1.8723315,-1.6976348,0.1802998,0.2232702,-0.1408102,-0.324917,0.7706703,-0.5451666,0.203517,-0.8192854,0.0215913
-1.6602663,1.5189889,0.3782228,0.1240822,0.5208886,-0.8773954,-1.0338751,-0.8224384,0.1188733,-0.8437791,-0.6460071,-0.6727094,-0.5658886,-1.4357527,-0.9394539,-2.0579163,-1.2043356,-0.4116661
-0.742281,-0.0353354,-1.0403095,-1.5118341,-1.4396434,-0.4457347,1.0848055,0.1068221,-0.7378815,0.0841175,-0.6773679,-0.4707648,NA,0.6948852,-0.3614685,-0.0506555,-0.6771998,0.3357408
-0.5079445,-0.0556673,-0.9818595,-0.6833789,-1.087363,0.6105525,-0.1161683,0.5440047,0.6315578,1.0070743,0.7718093,0.6434559,1.2176453,2.0939265,0.6240518,0.1844102,1.4926895,1.2852255
0.4619003,-0.3518803,0.4262085,NA,-0.6759565,0.1687902,-1.1061787,-0.2002752,0.6894501,-3.2822806,-0.4559972,-0.363469,-2.0100195,0.0607694,-2.0064435,-1.0404956,-1.5993801,-1.5975956
-0.8214896,-0.8451786,0.1647916,-0.6278845,-0.2031608,NA,0.6815969,-0.5728531,-0.012573,-0.231259,0.6887382,-0.9896899,-0.8068627,0.3065568,-1.0057216,NA,0.9226888,0.6036061
-1.3167602,-0.1970679,1.3454418,-0.0964981,-1.7475091,0.2773435,0.928209,-0.0809845,-0.562768,-0.9526709,-0.815059,-0.3379173,-0.5012656,-0.0170983,0.6799628,0.4343814,0.3088928,0.8488035
-0.3031904,-0.6692726,-1.0410971,-1.7076499,-1.1484823,NA,-1.7280534,-1.1729386,-1.2750051,NA,-2.8577486,-1.8696899,-0.6562223,-2.4227295,-1.2720057,-2.2336798,-3.3190003,-1.3943826
0.5062634,0.2578703,-0.9450301,NA,0.9530319,-0.259496,1.0978611,0.8193815,-0.4084588,NA,0.6045419,0.1667262,-0.2861778,0.1087206,1.0695266,0.4361058,-0.5119364,0.6761896
-0.1430128,-2.0966633,-0.1935341,-1.1061175,-1.2573145,-1.7888845,-2.4221024,-1.0976549,-1.4149046,1.5836975,0.4985631,0.9994793,NA,0.6190101,2.6758846,1.1560825,1.383379,0.4956212
0.2731826,-0.1906527,-0.1599823,-1.6590198,-0.1663543,1.0349652,-0.4172533,-1.0301581,-0.6481604,-0.3983642,-0.2750063,0.2914521,NA,0.8543964,1.2502023,-0.5214664,-0.3629756,0.889802
0.8881804,2.4943019,0.4270834,0.8119931,0.3176849,NA,0.5059981,1.8678374,0.9112452,1.0212193,1.5602086,1.2503753,0.8422986,-0.012668,0.7622768,1.609276,-0.3937421,1.4714719
-1.2669286,0.5867613,-1.3875021,1.2496154,0.1253751,-0.6523063,-0.9621479,-1.0604565,-0.9125512,0.580116,1.7206063,0.5068524,1.1175143,0.4744821,1.7432861,NA,2.2881507,1.5504402
-0.1844856,-1.497856,-0.7366454,-0.9277188,-1.3208381,-2.2906502,-1.5665462,-1.2033591,-0.9433566,NA,0.5151458,-1.6242799,-0.0564964,-2.0263589,-0.8965778,-1.3861909,-1.3900985,-0.8447094
-0.0103096,-1.1405559,-1.9163065,-0.5789399,0.3887774,0.4308457,0.7126289,-0.0456789,0.1818493,-0.5717989,-0.4013495,-0.8775977,-0.4786874,-0.2585624,-0.5657216,-0.5834693,-0.854515,-0.7374153
-1.5501042,-0.4281554,-0.8258334,-1.2696784,0.0392323,-0.2555584,-0.1829539,0.4183693,-0.4114776,1.1447829,0.8900947,-1.1211558,-1.3690453,-0.1655334,0.0512769,1.5165669,0.8516077,0.1525119
-0.4572138,-0.2345791,-1.2140364,-0.6945498,-0.1971255,0.7121187,-0.4490907,0.0892748,0.9322648,NA,1.2964086,0.2947277,0.3727909,-0.0065411,0.6747245,NA,1.4024352,0.1460077
NA,1.4724822,0.274046,-1.2223675,0.4925726,1.1682137,0.979207,0.7154147,1.1408864,1.2444787,1.2816287,0.2678928,NA,1.3696191,0.388166,1.7865987,1.6514335,0.3659764
NA,-1.4716082,-0.4360262,NA,-0.6501924,-0.4070012,-1.3871156,-0.8393525,-1.5740056,-1.3355714,-0.1488324,-0.9542209,NA,-0.7045685,-1.6322385,NA,-0.2133691,-1.2905098
-0.9001657,0.0149502,0.0737908,-0.388155,-0.011857,-1.1137403,-0.3526152,-0.9495392,0.399392,-1.6832738,-1.1162186,-0.3019212,NA,1.1526601,0.7919234,-1.0178057,-0.8598844,-0.2664137
-0.1431583,0.3466673,-0.9935037,0.2846512,0.3913903,NA,0.5908147,-0.1423184,0.1556895,NA,0.5153433,-0.0625631,0.3656263,0.1933543,-0.1711558,0.9015932,0.4337797,0.0542443
-0.8963379,0.2747306,-0.8612068,1.2207323,0.2516371,-1.0159801,-0.391618,1.2209787,-0.0763576,-0.4806435,-0.1841545,-0.6610142,0.0452697,1.5814147,1.1850417,0.298642,-0.5618109,0.3984101
0.3484635,0.5935778,-0.7001093,1.1255036,0.7440382,0.1326879,0.960036,0.0844718,1.0390946,-0.4689804,-0.4214931,0.9433121,0.772217,1.2067557,0.3333596,0.380453,0.6487128,0.8119894
-0.6772399,0.0353577,-0.4261403,0.6526499,0.3096509,1.1774469,0.4688989,0.5710184,0.1514951,-0.4763978,0.178018,0.1693747,-0.7986782,0.8318053,1.1242483,-0.1971049,-0.3274144,-0.0098427
-0.4228534,-0.3313496,-0.1030788,0.1577155,-0.321539,-0.5728019,0.4735576,0.5474376,-0.8548123,NA,-0.6101184,-0.5283134,-2.5530518,-0.8640029,-0.5301068,NA,-1.2899036,-1.1378178
2.2283245,-0.6921475,1.1052872,0.9110983,0.299961,0.752091,0.6603428,0.6321696,0.5724136,0.728073,0.1282981,-1.5775556,-0.1665212,-0.4245676,-1.0506052,0.0731532,-1.2675852,-0.0330147
-0.8183719,-0.9898416,-0.8290775,-1.2527884,-0.0237783,0.3066342,-0.6322955,-0.9823278,-0.0198143,-1.3217178,-0.1201231,0.5883554,2.5397973,-0.623416,0.8972506,-0.1964125,0.5537938,0.6887884
1.3986517,0.3912935,-2.1826782,NA,0.6425372,0.6025314,-1.6708829,-0.4067063,-0.4050053,-0.3312885,0.0068324,-1.4041327,-0.6420866,0.1372254,0.5322391,-0.5700093,-1.6003927,-0.237462
0.4452257,-2.5239625,-0.4104843,-0.9557387,-1.8567985,-0.2975505,-1.0438459,0.4266368,-0.4014588,0.9570334,-0.4705854,0.3668032,0.2169017,-0.4517401,0.1051149,-0.4525511,0.40126,-0.909496
NA,1.0186154,-0.4798196,0.8748571,-0.9984279,-1.2474517,0.3372277,-0.183575,-0.8913721,-1.6478863,-0.4594095,-2.0156542,-0.9154592,-1.0457416,-0.1553706,-1.339676,-1.7196171,-0.7138904
-2.7967949,-1.2549597,-1.3606704,-1.9143009,-0.8349585,-1.2118035,-0.9369798,-1.2333114,-0.9448344,-0.3442734,1.1707568,-0.265077,0.0087177,-1.4041683,-0.3418071,0.5744954,-1.9272888,-0.8153522
0.1346443,-0.0655545,-1.0892235,-0.7426536,0.3151926,-0.0624875,-0.5159068,-0.748166,0.7868843,-0.3918684,-1.4275179,-1.5108493,-1.4856364,-0.7687361,-1.1703652,-0.5389314,0.0320643,-0.9147206
-0.7526241,0.3350242,-0.5458489,1.3714451,-0.2014984,1.0666109,1.2666728,0.3138457,-0.6900745,-0.407541,-0.3187865,-0.0430459,0.8237039,0.9641422,-0.2023155,0.1747971,0.6174954,-0.8837919
-1.5198907,0.6803989,0.846829,-1.1997857,-0.7093567,1.3194175,0.6391282,-1.1202896,0.100225,0.7506764,-1.6456351,-0.7712358,-0.0227636,-0.3259452,-1.2585655,-0.150833,0.0419967,-0.1612245
1.3807085,-1.0248098,-1.048925,-0.3997038,-1.8443659,-0.8705131,-0.3885904,0.5427996,-1.1064826,0.3629603,-1.4922737,-1.4842512,-0.341132,0.2985567,0.376009,-0.6787036,-0.0139155,0.4585381
-2.1015383,0.6526717,0.3011289,NA,1.3927826,0.0510956,-1.0471123,0.1292805,-0.4969434,-1.6188625,0.3626973,0.0089068,0.6700571,-1.4347923,-1.018515,-0.3415934,-0.1780775,0.584953
-1.1445639,-2.1973324,-1.9126672,-0.9882643,-1.4278657,0.0296527,-0.2915903,-1.0839064,-1.9992997,0.7605846,-0.983292,-0.1180944,0.3215825,-0.0010147,-0.7133372,NA,0.5380573,-0.5666109
-0.9736982,-1.1641021,1.9381927,0.1114843,0.6549607,-0.3340224,-0.4201715,0.7223023,-1.2921583,0.3361865,1.038082,0.0195522,0.4601225,0.0766765,-0.277149,0.3627321,-0.2857079,0.3572466
-0.4450272,-1.0922405,0.0966692,-0.0483426,-0.9626909,-1.1460502,-0.555261,-0.4864266,-1.8963793,-0.3225397,-0.8840795,-0.9997528,-0.8561221,-1.6266911,-2.3464662,-0.4342651,-0.9058687,-0.191587
0.3086663,-1.6679076,0.1114706,-0.0964108,1.0200559,-0.890692,0.3908359,-0.1569345,0.8980431,1.0348774,-0.9583111,-0.9869282,NA,1.0093476,1.5547646,0.40066,-0.219126,-0.681536
NA,0.2498386,0.2930952,-0.3372873,0.7576682,-0.8388186,-0.2826485,-0.178007,0.1712156,-0.0376554,-3.001936,-1.1958503,-2.1416973,-0.7318669,-1.6352883,NA,-1.0290561,-1.3051774
0.0930723,1.0916045,-0.4664689,-0.0679514,1.5912629,2.091534,-0.0316896,1.2208522,2.5120797,-0.1464216,-1.0502089,-1.5497792,0.1955093,-0.8250543,-0.8221044,0.222813,-1.114136,-0.5730139
-1.8048146,-2.0884563,-0.2873614,-3.4260199,-0.3044794,-1.1323681,-2.0094161,-0.2758575,-2.3535265,-1.0040954,-2.3595391,-0.5444311,-1.735111,-1.4575487,-1.2537175,-2.0616267,-1.7415847,-0.1681351
-0.0846201,-0.7180379,0.4982625,1.6363764,0.1216136,1.5526104,0.118315,0.1780926,0.2145278,NA,1.8065379,2.2081032,0.4236606,1.0967659,0.1741902,-0.5500281,1.5178683,0.7517945
NA,-0.7349662,-1.1598102,NA,0.3830492,1.3410516,0.4897411,-0.250147,-0.9404535,0.2999583,-0.7700633,-1.1596461,NA,-0.0226259,0.5422189,NA,-0.4570679,-2.7956816
-0.2812158,0.0492587,-1.6065754,-0.596422,-0.1640154,0.978828,0.4036662,-0.3486109,0.1346893,-0.7442222,-0.6482493,1.5516605,-0.2269714,-0.727022,0.3666878,0.2759941,-0.4180636,-0.4880729
-0.1711097,0.2650328,-0.1585576,-0.7312464,0.4214568,-0.3551268,-0.3762277,0.0245989,-0.8081114,0.0394359,-0.445188,-0.1372561,1.2438592,0.1149852,0.6956655,0.9665384,-0.0704417,0.6753261
-0.9341175,0.2011561,0.2809043,0.2036377,0.7936324,-0.1160044,-0.8719106,-0.6913985,-0.6030513,0.8236478,0.7290253,0.0933666,NA,0.5771211,1.2523123,1.9519033,-0.4339712,1.3835342
-0.8607907,1.5161993,-0.8448691,-0.2790876,0.1251513,-0.2720632,0.4594183,-0.4127076,0.8184376,1.3536203,-0.954281,1.0351066,0.1031885,-0.8102445,0.1093199,1.0439354,0.2326167,1.1513158
1.7972308,0.0919568,-0.8486779,0.0554312,0.2578309,-0.8987679,0.5174214,-0.1541409,-0.367081,0.0877313,-0.4857061,0.2357574,1.4496325,-0.2170825,-0.0662243,-0.680514,-1.2297705,0.0340605
0.3685753,0.168986,-0.2896183,-0.0820223,0.1503592,NA,0.59488,0.6376033,0.4723685,1.1020492,0.8448375,0.9992187,-0.0540813,0.6465797,0.163392,0.3384618,-0.1832802,1.0005101
-0.9124844,-1.7618585,0.1115248,-1.1394666,-2.5641782,-0.2288382,-1.5319097,-3.017536,-1.5407593,0.3327718,0.015123,-0.0825498,-0.7674711,-0.1474773,-0.6070493,-1.1990096,0.847818,1.0399038
0.5457111,0.0574386,-0.2833191,-0.0462712,-0.4281179,-1.1894666,0.132092,-0.313023,-0.1505774,0.7537435,0.0915367,1.5602559,0.2277899,0.2046493,1.1529449,0.059524,0.7793833,0.4784285
-0.1392949,-0.9750734,-1.5143284,-1.2463746,0.0601749,1.0912413,-0.6989979,-1.7469275,-0.3084106,0.5353415,0.6868132,-0.9772737,-0.3543433,0.5889447,0.7433122,-0.1180831,0.4127026,-0.1603845
NA,0.8654648,-0.2745449,0.0600089,-0.6563448,-0.6089963,1.2792209,0.1383991,0.7284478,NA,0.861009,1.2620578,NA,1.1867453,2.3238371,0.6315151,0.92901,1.5945313
1.0330583,1.2673413,-0.1528976,1.1469274,2.1058044,NA,1.0605667,0.9481912,0.2148292,-0.6307824,-0.2315309,-0.0226473,-0.143171,-0.4622525,0.1509934,0.1186208,-0.5733459,-0.7570673
2.0779378,1.9671424,2.0909772,2.4508631,-0.0695715,NA,1.2247459,1.9749626,0.8426537,-1.0828703,-0.4656117,1.4155896,0.7950249,0.2272,1.1532198,NA,0.8335274,-0.7393264
0.9312389,0.2083116,0.324608,-0.5882996,0.2863359,0.076683,1.6179344,1.726483,0.059117,NA,1.1397326,-0.9243206,1.6692686,1.6929574,1.093073,-0.0643181,0.1286566,-0.339387
-1.0942527,-0.6968239,-0.0933015,0.3217757,1.7778899,0.915769,0.1052493,-0.7520434,-0.0084335,-1.0459636,-1.2364981,-1.8118354,-1.4400874,-0.9994582,-1.1457659,-1.5508707,-0.2368296,-0.8077042
0.8620431,0.311207,1.9626287,0.216964,2.0645944,1.9189994,0.9092681,0.2146747,-0.0017093,-1.6579428,-0.9722817,0.2315427,0.5385074,1.3775127,-0.9746649,0.2694392,1.0174325,-1.3015826
1.4461179,0.1478134,1.4094831,-0.0009169,1.5955397,1.0189277,0.391238,2.0007256,2.3095234,NA,1.1927841,0.607808,NA,0.8687477,0.8463353,2.6215207,-0.2034578,0.4733196
NA,1.268065,-1.8467857,-1.3754111,-0.1225382,1.5380797,0.2289139,0.2145228,0.1450624,1.1325942,-0.2017682,0.7934981,0.3522559,-0.4513153,1.1580919,0.6140461,0.7877348,1.3098947
-2.3265232,-0.3558379,-0.0779581,-0.6705098,0.3861344,-0.5389485,-0.8216604,-0.6399661,-0.3046787,-1.0829791,-0.7876872,-0.1154178,-1.9992984,-0.0116962,0.9158797,-0.5916339,0.3469949,-0.1748359
NA,-1.3070031,-0.2942395,-0.7253505,0.0693909,0.2515504,-1.0899776,0.4098466,0.1853235,-0.798588,0.5301425,-0.7106415,NA,-0.7945265,-0.1565919,NA,1.1019244,-1.0039006
-1.8599063,-1.0486492,0.3062884,-2.1173636,-0.9155237,-1.8567793,0.1222318,-0.901334,-0.146108,-0.0022008,-0.7659267,0.2867017,0.6204231,-0.3701251,0.9581596,1.3706919,-0.6145406,1.211861
1.3447761,-0.1235751,0.6412331,NA,1.1841339,0.135562,-0.7497965,0.8206963,1.0662594,-0.3295978,0.8208535,-0.6206473,-2.3529116,0.5882026,-1.0933596,0.7529681,-0.7371426,-0.291268
-0.0570509,-0.8244204,-1.0934885,-0.3832455,-0.4858835,-0.5600611,0.3008813,-0.5579754,0.3131129,-1.2571712,-0.0620083,-1.4546129,-1.4349841,-1.3254574,0.4669857,-1.647031,-0.4768278,-0.432712
1.9093511,0.3406441,-1.359268,-0.7351095,1.2982635,0.6569187,1.35086,0.3469582,0.3815779,-1.253718,-0.8794508,0.849222,-0.4739438,1.6874786,-1.4322168,-0.9678787,-1.2563466,-1.0782414
-0.4467257,0.2742379,-0.6541192,-0.3308456,0.2536049,0.8223214,1.0546657,0.8620065,0.0135724,0.4317219,1.3853524,-0.3248853,0.3633065,0.3119888,1.6823703,0.337133,0.5541246,0.3745899
-1.3977683,-0.2504367,-1.6001234,-1.2361076,-0.3213925,0.216813,-0.0064627,0.4834824,-1.0312915,-1.0785196,0.1620584,-1.1659815,-0.6053718,-1.5223146,-0.3192989,0.0516284,-1.1552885,-0.1130468
1.1239329,0.5930215,0.2047529,0.5610133,-0.1926335,NA,0.5868717,-0.5806315,0.2061587,0.4536284,-0.1330666,-0.6401904,-0.5295687,-1.424518,-0.221924,2.0126853,-0.1330357,0.7913615
-0.5584981,0.6136347,-0.2460838,-0.8795606,-0.1352179,-0.2792192,-0.518756,0.1689961,-1.0287191,-1.1084645,0.9535993,-0.4834768,-0.0725741,0.3233966,-0.5569159,-0.9342643,-0.0196816,0.87452
-0.6681432,-0.0070006,0.6758401,0.0880924,0.2696035,-1.6308284,-1.0798795,-0.056901,0.642064,-0.6194404,-0.5602406,-0.3726302,0.6463035,-0.0080754,-0.6925017,-0.8280372,-0.1832415,-0.0498779
NA,0.5002229,-0.9003282,0.943388,0.3498653,1.0538748,0.6238794,-0.1088695,-0.0954831,1.2624137,0.665557,-0.3678189,0.0199863,0.6272899,1.2638497,0.8000987,0.9458096,2.3690018
-0.4440452,0.4834401,0.5430138,-0.0890749,2.0053996,1.3516149,0.7393609,-0.3829917,-0.8339006,-1.2762558,0.3387562,-0.8397762,0.654916,0.3208418,-0.4056363,1.2771614,-0.0799008,0.457999
-0.4428583,-0.9207915,-0.1262654,-1.3924596,0.2186074,0.0948463,-0.7920551,-0.6891806,-1.3807533,-0.551514,0.2261825,0.4542244,1.5344387,-2.1181237,0.6246768,-1.1130775,0.1677153,0.7378077
1.4222097,-1.7937537,0.6028478,1.0984456,0.961171,1.1866927,1.2921861,1.2351167,0.2289532,-0.0631128,0.1336798,1.8126965,0.1670053,-1.2900857,0.3206048,0.0740336,-0.0933208,-0.6722703
-0.3044163,0.0497499,-0.0670475,1.1440638,-0.1445483,0.6170418,0.214223,0.7326362,1.551672,-1.2293959,0.0285192,1.2337003,-0.026412,0.6431103,-0.356231,NA,1.47011,1.5335416
1.02961,-0.2751511,0.9738453,-0.2293363,-0.105837,1.0393328,-0.7971024,-0.3243822,0.2048522,NA,1.8544787,1.1894375,0.1921643,1.0549856,1.0397912,-0.710627,0.0820222,0.2713465
-0.6136452,1.874774,-1.3918949,-1.6467389,-0.7724822,-0.3580278,-0.3997937,0.2118954,-0.2780883,NA,1.0052424,-0.13536,-0.16776,0.333415,2.2912268,0.6978845,-0.2865958,0.1866741
-0.8157749,-0.2093345,0.8589516,0.089731,-0.4254355,-0.7198986,-0.230062,0.0110561,-1.4261994,-0.0217515,-0.4944989,0.8213459,-0.8058746,0.8877782,-0.1591345,0.0096512,0.5103473,0.2343441
0.4818158,-0.325728,-1.5592173,-0.6922593,-0.9854774,0.7728638,-0.9872093,0.924733,-0.2627529,0.2629865,0.000499,1.2503336,1.4841558,1.8756284,2.4568591,-0.0057289,0.2097905,1.18898
NA,1.4112663,1.3963459,0.0351922,1.1100403,0.1586591,0.3892993,1.6250924,0.0287185,1.3295852,1.2327938,0.63158,NA,2.1790062,1.8996254,NA,1.5111515,2.0466936
NA,0.7263875,1.023676,-0.4614417,0.8827733,-0.8953819,-0.5557825,1.2511943,-0.0474803,0.2339666,-0.6127653,-0.8216389,-0.1793034,-0.2436917,0.065079,0.5087594,-0.4298288,0.2507491
-0.1162375,0.2229391,-0.7646072,0.7409977,-0.7144449,-0.9298122,0.0129222,-0.7125453,-0.4577012,-0.3592425,-0.0993845,-0.5665351,-0.1404951,-0.2650191,-0.1999628,-1.5015357,-0.5710938,0.6035445
1.117446,0.8788384,0.0255565,NA,0.0195585,NA,-0.8745813,0.6716211,-0.5249788,NA,-0.4613356,-1.6224769,-0.1361009,-0.3104843,-0.5239396,-2.2455505,-0.3451038,-1.8506417
-0.4239806,-0.3093363,0.3745617,-0.3514861,-0.8333021,-0.2504099,2.0106117,-1.4555001,0.1034548,NA,1.5666282,-0.5940829,1.2131968,0.699642,0.5361794,1.8707146,1.0422691,0.711358
NA,0.5279071,-0.3218105,NA,0.5158847,-0.4603244,-1.1423479,-0.1622859,0.2424806,NA,0.8763113,-0.2839404,0.4314885,0.213753,-0.301195,0.4030853,0.5255455,1.0022503
0.5836412,0.2108464,-1.1456703,0.9757786,-0.5895616,-1.2161732,-0.5651835,0.2687739,0.7156935,NA,0.9369841,2.4711911,NA,1.2010955,0.9246948,NA,1.949878,-0.1153247
-1.5456229,-1.8392523,-2.0260997,-1.8771295,-0.8810373,-0.99063,-3.7215944,-1.4297343,-2.2047908,-0.8941404,0.3182308,-1.5657415,-0.4650791,-0.4587975,0.2496865,-1.6960081,-1.4039418,-0.3393388
0.5827814,-0.3769321,2.0166013,-0.6378066,1.9122322,1.3792705,-1.2664161,0.9194359,0.4733398,-0.2710252,-0.295181,-0.5454923,-0.2579059,-0.2344577,-0.9378171,0.0397906,-2.3411109,0.0706031
-1.262146,-0.6769808,-0.0897798,-0.9129418,1.1033631,-0.1077636,0.0651543,-1.0891993,0.9997395,-0.2983607,-1.0192309,0.1303305,0.2630373,-0.4294486,-0.9238851,-0.0006648,-0.1443299,1.2437823
-0.092384,-0.6640103,-1.8078788,1.0980279,-0.8363457,1.2828556,-0.6663472,-0.5246948,-0.3674982,1.0595049,-0.2708019,-0.0092568,0.593068,-0.6300309,0.6095069,0.1861613,0.0431163,0.4211457
-0.3763719,0.2408592,0.3017648,0.6891264,0.7471429,NA,1.0158088,-0.065223,0.3884349,0.3538222,1.0940784,0.392764,1.316976,-0.7903207,0.5505855,NA,1.2122161,-0.5355259
NA,0.8229311,0.3408109,-0.0607998,0.2369798,0.9534621,0.6383097,1.6473204,0.2960332,1.0019039,1.7953208,-0.3646722,0.5050947,1.2584874,1.4146472,-0.0283411,1.2143879,-0.0887993
1.8774178,2.4175072,0.3446495,NA,1.4574608,0.8490989,1.2014938,1.0131361,2.6798257,-0.2170101,-0.2629771,0.5433324,1.3814293,0.7200738,0.6878056,0.7586689,-0.3975544,0.5794313
0.6190279,0.2547249,-0.0347185,-0.0736301,-0.9807861,-0.2551493,-0.424763,0.9953215,-0.2810741,0.9367233,1.0090921,0.3231652,-1.0153064,0.6234928,0.47584,-0.4464662,-0.3675998,1.0620869
1.6495852,0.0578361,0.374255,NA,0.6817893,0.4301659,0.7787772,0.0801426,-0.1016417,-0.114719,0.3145645,1.800383,1.4577217,0.1784286,0.2982473,0.2674661,-0.379207,-0.5825197
0.2020374,-0.2100623,-0.2603284,0.4102469,-0.1427503,-0.1895182,-0.6961874,0.0540914,-0.0498933,NA,1.0652241,-0.6845842,0.233793,0.2726239,-0.637642,-0.6352117,-0.1878023,-0.4448854
-1.3663361,-1.9225252,-1.9783887,-1.2390619,-1.5712804,-0.6120469,-1.1354433,-1.0844056,-1.8253806,0.4163869,0.1181221,-0.4765544,0.3008424,1.4068883,-0.2492309,-0.3402923,0.30069,-0.3110964
0.8512205,-0.6571212,0.1089283,0.023466,-0.2685047,0.1185081,-0.3783962,0.7731071,-1.149371,-0.5452135,1.7127488,0.4163139,NA,0.9663617,0.189083,-0.8890042,-0.2700912,-0.4265916
-0.4285095,0.7314316,0.9986379,1.0730812,1.1096815,0.1012083,0.3803228,0.5832927,0.3695663,-0.1241918,0.3151375,-0.4322046,-0.4070368,-0.4116633,0.370381,0.3541695,-0.0381506,-0.6152542
-1.2578955,-0.6129767,-0.6727828,-1.2432454,-1.1145139,-0.0172315,-0.3498883,-0.452396,-0.6837436,-1.0514544,-0.6258834,0.3245284,-0.0528209,-0.7935978,-0.3832248,-0.7787263,-1.7961032,-0.6143116
-0.5209695,0.7607631,-0.330921,-0.3855798,0.1991173,0.8189166,1.3273289,0.3938826,-0.8850781,-0.4645241,-1.3467065,-2.0329719,NA,-1.2703446,-1.0092675,-2.2687214,-1.6428282,-2.1336212
0.821168,-0.4259277,-0.0748731,0.3399478,-1.9680939,0.4322253,1.4753442,0.4301152,-0.3514521,-0.051808,1.2457568,-0.2379482,NA,0.7159529,0.6387683,0.6782591,0.0391776,0.6241213
-0.4846046,-1.2464389,-0.1809476,-1.4756628,-2.0248486,0.7544166,0.0695143,-0.8598662,-0.8766252,0.3103656,0.0380838,-0.3890114,0.9708235,-0.4223416,-0.6809039,-1.0797284,-1.1329333,0.2517405
0.3009935,-0.952713,-0.9213685,0.0731365,0.1941884,0.9877274,0.4619677,-1.068472,-0.2001589,0.6877163,-1.8654516,-0.0198631,0.6926454,0.30464,-1.0353005,0.2350755,-0.2854227,-0.8787819
-1.3057129,-1.4296695,-0.768681,-1.0367344,-1.4564354,-0.7028195,-0.6836249,-1.6716281,0.1964937,-0.9793864,-0.7191212,-1.490856,0.9407253,-0.9750696,-0.4478223,-0.8591418,0.5992261,-0.0337854
-0.2605295,-1.3384703,-0.9953592,-1.3085209,-0.0029651,-0.7769525,-0.7097151,-0.71043,0.6822136,NA,-2.5858851,-0.1733239,-1.1504805,0.4216441,-2.3776977,-0.1407744,0.2971587,-1.5430226
1.1255149,-0.3653662,-2.0342141,-0.7027156,0.0334018,-1.9069752,-1.2203181,-0.0851682,-1.9385438,-1.149649,-0.8111243,-2.6130016,-1.7319818,-1.6650641,-1.7383486,-1.4741811,-1.5792222,-0.3956137
0.608246,1.0698949,0.6752754,-0.0744089,0.8388564,0.2138307,0.1667558,0.655226,0.7132586,0.5813709,1.1679375,-0.0809999,0.7532811,0.2513722,0.6212356,0.8929225,0.1459353,1.4287872
-2.4841169,-0.7192149,-0.6857782,0.4983799,-0.4938148,0.199424,-1.3994408,-1.0661048,-2.1659107,0.3457975,-0.3489204,-0.6925351,-0.5141517,-1.2831884,-0.3953296,-0.274023,-1.1801465,0.1498609
-0.1699455,1.7133375,-0.454984,1.1328938,-0.6502901,NA,0.2782178,-1.3787078,0.2276149,-1.8292926,-0.174166,-0.3395247,NA,-0.2431457,0.6051198,-0.7524722,0.5079238,-1.5805503
-2.3195013,-0.5685293,-0.9239488,-0.3204211,-1.6713975,-0.0784539,-0.3932679,-0.2596539,-0.4140004,1.1321743,1.2885005,2.8974329,1.0929913,0.1015492,1.5656899,0.0512993,0.1120345,-0.154794
